,index_type,M,efConstruction,ef,recall,query_per_sec,loss
8261,HNSW,24,158,8700,100.0,2889.0370574459293,-2884.0370574459293
8262,HNSW,24,158,8800,100.0,2748.7951136073198,-2743.7951136073198
8263,HNSW,24,158,8900,100.0,2704.066120391204,-2699.066120391204
8264,HNSW,24,158,9000,100.0,2663.7435776932407,-2658.7435776932407
8265,HNSW,24,158,9100,100.0,2658.172622933157,-2653.172622933157
8266,HNSW,24,158,9200,100.0,2646.1317165803403,-2641.1317165803403
8267,HNSW,24,158,9300,100.0,2632.975724894695,-2627.975724894695
8268,HNSW,24,158,9400,100.0,2605.75660244901,-2600.75660244901
8269,HNSW,24,158,9500,100.0,2613.208393560285,-2608.208393560285
8270,HNSW,24,158,9600,100.0,2579.617944081577,-2574.617944081577
8271,HNSW,24,158,9700,100.0,2500.315348343676,-2495.315348343676
8272,HNSW,24,158,9800,100.0,2191.828010932217,-2186.828010932217
8273,HNSW,24,158,9900,100.0,2549.6978760136653,-2544.6978760136653
8274,HNSW,24,158,10000,100.0,2485.277840323288,-2480.277840323288
8275,HNSW,24,158,10100,100.0,2483.497249640292,-2478.497249640292
8276,HNSW,24,158,10200,100.0,2490.6941252620263,-2485.6941252620263
8277,HNSW,24,158,10300,100.0,2494.204398139889,-2489.204398139889
8278,HNSW,24,158,10400,100.0,2500.2706343812965,-2495.2706343812965
8279,HNSW,24,158,10500,100.0,1910.8272361983036,-1905.8272361983036
8280,HNSW,24,158,10600,100.0,2197.7081357513007,-2192.7081357513007
8281,HNSW,24,158,10700,100.0,2449.343035003095,-2444.343035003095
8282,HNSW,24,158,10800,100.0,2187.29023039456,-2182.29023039456
8283,HNSW,24,158,10900,100.0,2408.6784239632925,-2403.6784239632925
8284,HNSW,24,158,11000,100.0,2664.9960288464595,-2659.9960288464595
8285,HNSW,24,158,11100,100.0,2697.093471886414,-2692.093471886414
8286,HNSW,24,158,11200,100.0,2637.562098326018,-2632.562098326018
8287,HNSW,24,158,11300,100.0,2566.076891075056,-2561.076891075056
8288,HNSW,24,158,11400,100.0,2562.5337553000404,-2557.5337553000404
8289,HNSW,24,158,11500,100.0,2573.729489586785,-2568.729489586785
8290,HNSW,24,158,11600,100.0,2484.9980744734426,-2479.9980744734426
8291,HNSW,24,158,11700,100.0,2500.1663080215308,-2495.1663080215308
8292,HNSW,24,158,11800,100.0,2560.3750549396887,-2555.3750549396887
8293,HNSW,24,158,11900,100.0,2251.443417394012,-2246.443417394012
8294,HNSW,24,158,12000,100.0,2278.262475488998,-2273.262475488998
8295,HNSW,24,158,12100,100.0,2345.951932165849,-2340.951932165849
8296,HNSW,24,158,12200,100.0,2451.160915174006,-2446.160915174006
8297,HNSW,24,158,12300,100.0,2653.010828863476,-2648.010828863476
8298,HNSW,24,158,12400,100.0,2500.345158540438,-2495.345158540438
8299,HNSW,24,158,12500,100.0,2491.167509072443,-2486.167509072443
8300,HNSW,24,158,12600,100.0,2414.2102294311994,-2409.2102294311994
8301,HNSW,24,158,12700,100.0,1837.656522463,-1832.656522463
8302,HNSW,24,158,12800,100.0,2548.0869470128678,-2543.0869470128678
8303,HNSW,24,158,12900,100.0,2561.657322242173,-2556.657322242173
8304,HNSW,24,158,13000,100.0,2509.365464922882,-2504.365464922882
8305,HNSW,24,158,13100,100.0,2505.4232448673606,-2500.4232448673606
8306,HNSW,24,158,13200,100.0,2435.4196062036567,-2430.4196062036567
8307,HNSW,24,158,13300,100.0,2677.1412705606017,-2672.1412705606017
8308,HNSW,24,158,13400,100.0,2575.6893184804903,-2570.6893184804903
8309,HNSW,24,158,13500,100.0,2499.227762417771,-2494.227762417771
8310,HNSW,24,158,13600,100.0,2523.815655669148,-2518.815655669148
8311,HNSW,24,158,13700,100.0,2576.6386946959738,-2571.6386946959738
8312,HNSW,24,158,13800,100.0,2551.062561582347,-2546.062561582347
8313,HNSW,24,158,13900,100.0,2537.296891824858,-2532.296891824858
8314,HNSW,24,158,14000,100.0,2473.392028400078,-2468.392028400078
8315,HNSW,24,158,14100,100.0,1774.3528565687332,-1769.3528565687332
8316,HNSW,24,158,14200,100.0,2285.5872400019616,-2280.5872400019616
8317,HNSW,24,158,14300,100.0,2607.781743120406,-2602.781743120406
8318,HNSW,24,158,14400,100.0,2401.383243063746,-2396.383243063746
8319,HNSW,24,158,14500,100.0,2451.519083523292,-2446.519083523292
8320,HNSW,24,158,14600,100.0,2505.767507437898,-2500.767507437898
8321,HNSW,24,158,14700,100.0,2543.821642144079,-2538.821642144079
8322,HNSW,24,158,14800,100.0,1956.4080079108903,-1951.4080079108903
8323,HNSW,24,158,14900,100.0,2264.35173188218,-2259.35173188218
8324,HNSW,24,158,15000,100.0,2627.154060080676,-2622.154060080676
8325,HNSW,24,158,15100,100.0,2478.273252069509,-2473.273252069509
8326,HNSW,24,158,15200,100.0,2605.8375476832466,-2600.8375476832466
8327,HNSW,24,158,15300,100.0,2508.284993242354,-2503.284993242354
8328,HNSW,24,158,15400,100.0,2426.894101581938,-2421.894101581938
8329,HNSW,24,158,15500,100.0,2595.388785069861,-2590.388785069861
8330,HNSW,24,158,15600,100.0,2564.241390483526,-2559.241390483526
8331,HNSW,24,158,15700,100.0,2364.4534641186087,-2359.4534641186087
8332,HNSW,24,158,15800,100.0,2494.2637281604207,-2489.2637281604207
8333,HNSW,24,158,15900,100.0,2537.1127160986703,-2532.1127160986703
8334,HNSW,24,158,16000,100.0,2535.5942859560987,-2530.5942859560987
8335,HNSW,24,158,16100,100.0,2469.692812266312,-2464.692812266312
8336,HNSW,24,158,16200,100.0,2491.315478417886,-2486.315478417886
8337,HNSW,24,158,16300,100.0,2069.146107435856,-2064.146107435856
8338,HNSW,24,158,16400,100.0,2492.08520245982,-2487.08520245982
8339,HNSW,24,158,16500,100.0,2354.6441062376143,-2349.6441062376143
8340,HNSW,24,158,16600,100.0,2484.4092995705614,-2479.4092995705614
8341,HNSW,24,158,16700,100.0,2502.0455155546274,-2497.0455155546274
8342,HNSW,24,158,16800,100.0,2445.786659358217,-2440.786659358217
8343,HNSW,24,158,16900,100.0,2647.919191919192,-2642.919191919192
8344,HNSW,24,158,17000,100.0,2126.27128525152,-2121.27128525152
8345,HNSW,24,158,17100,100.0,2280.0582748048446,-2275.0582748048446
8346,HNSW,24,158,17200,100.0,2518.2242822320154,-2513.2242822320154
8347,HNSW,24,158,17300,100.0,2604.1225848110066,-2599.1225848110066
8348,HNSW,24,158,17400,100.0,2466.6862701278537,-2461.6862701278537
8349,HNSW,24,158,17500,100.0,2604.5106805762543,-2599.5106805762543
8350,HNSW,24,158,17600,100.0,2418.2468116510227,-2413.2468116510227
8351,HNSW,24,158,17700,100.0,2611.012269747695,-2606.012269747695
8352,HNSW,24,158,17800,100.0,2421.527749712775,-2416.527749712775
8353,HNSW,24,158,17900,100.0,2625.7396486747048,-2620.7396486747048
8354,HNSW,24,158,18000,100.0,2327.401866669626,-2322.401866669626
8355,HNSW,24,158,18100,100.0,2568.701350399608,-2563.701350399608
8356,HNSW,24,158,18200,100.0,2525.989183720174,-2520.989183720174
8357,HNSW,24,158,18300,100.0,2554.340663690676,-2549.340663690676
8358,HNSW,24,158,18400,100.0,2506.8607938414825,-2501.8607938414825
8359,HNSW,24,158,18500,100.0,2071.158955113328,-2066.158955113328
8360,HNSW,24,158,18600,100.0,2547.1430219776885,-2542.1430219776885
8361,HNSW,24,158,18700,100.0,2527.252459885637,-2522.252459885637
8362,HNSW,24,158,18800,100.0,2414.654983822869,-2409.654983822869
8363,HNSW,24,158,18900,100.0,2526.4152079894952,-2521.4152079894952
8364,HNSW,24,158,19000,100.0,2532.4252523788823,-2527.4252523788823
8365,HNSW,24,158,19100,100.0,2521.282069778066,-2516.282069778066
8366,HNSW,24,158,19200,100.0,1988.5191963058132,-1983.5191963058132
8367,HNSW,24,158,19300,100.0,2487.326466105665,-2482.326466105665
8368,HNSW,24,158,19400,100.0,2395.1027866605755,-2390.1027866605755
8369,HNSW,24,158,19500,100.0,2479.577190016198,-2474.577190016198
8370,HNSW,24,158,19600,100.0,2521.9642717559277,-2516.9642717559277
8371,HNSW,24,158,19700,100.0,2515.5510240801277,-2510.5510240801277
8372,HNSW,24,158,19800,100.0,2499.9576814185666,-2494.9576814185666
8373,HNSW,24,158,19900,100.0,2408.6784239632925,-2403.6784239632925
8374,HNSW,24,158,20000,100.0,2421.4578498273813,-2416.4578498273813
8375,HNSW,24,158,20100,100.0,2505.123962993269,-2500.123962993269
8376,HNSW,24,158,20200,100.0,2502.792015991885,-2497.792015991885
8377,HNSW,24,158,20300,100.0,2521.282069778066,-2516.282069778066
8378,HNSW,24,158,20400,100.0,2513.0791676403096,-2508.0791676403096
8379,HNSW,24,158,20500,100.0,2572.924296239042,-2567.924296239042
8380,HNSW,24,158,20600,100.0,2417.313023381803,-2412.313023381803
8381,HNSW,24,158,20700,100.0,1966.4886609248483,-1961.4886609248483
8382,HNSW,24,158,20800,100.0,2672.7739649646014,-2667.7739649646014
8383,HNSW,24,158,20900,100.0,2490.3392054529368,-2485.3392054529368
8384,HNSW,24,158,21000,100.0,2478.5515056965914,-2473.5515056965914
8385,HNSW,24,158,21100,100.0,2549.883883518755,-2544.883883518755
8386,HNSW,24,158,21200,100.0,2481.8513719016087,-2476.8513719016087
8387,HNSW,24,158,21300,100.0,2387.699173986554,-2382.699173986554
8388,HNSW,24,158,21400,100.0,2123.7627472227005,-2118.7627472227005
8389,HNSW,24,158,21500,100.0,2642.713846464036,-2637.713846464036
8390,HNSW,24,158,21600,100.0,2633.2071444266567,-2628.2071444266567
8391,HNSW,24,158,21700,100.0,2431.9740237149567,-2426.9740237149567
8392,HNSW,24,158,21800,100.0,2596.304526799918,-2591.304526799918
8393,HNSW,24,158,21900,100.0,2480.8384791918043,-2475.8384791918043
8394,HNSW,24,158,22000,100.0,2480.090350581543,-2475.090350581543
8395,HNSW,24,158,22100,100.0,2484.218007794454,-2479.218007794454
8396,HNSW,24,158,22200,100.0,2481.939488617872,-2476.939488617872
8397,HNSW,24,158,22300,100.0,2472.065445458189,-2467.065445458189
8398,HNSW,24,158,22400,100.0,2495.718195882423,-2490.718195882423
8399,HNSW,24,158,22500,100.0,2481.1613407001646,-2476.1613407001646
8400,HNSW,24,158,22600,100.0,2472.0071667688244,-2467.0071667688244
8401,HNSW,24,158,22700,100.0,2419.711663272547,-2414.711663272547
8402,HNSW,24,158,22800,100.0,1958.7652360715451,-1953.7652360715451
8403,HNSW,24,158,22900,100.0,2360.4481937745863,-2355.4481937745863
8404,HNSW,24,158,23000,100.0,2539.263097991258,-2534.263097991258
8405,HNSW,24,158,23100,100.0,2508.7350766801446,-2503.7350766801446
8406,HNSW,24,158,23200,100.0,2494.6197675663457,-2489.6197675663457
8407,HNSW,24,158,23300,100.0,2498.1262433143934,-2493.1262433143934
8408,HNSW,24,158,23400,100.0,2430.268967355405,-2425.268967355405
8409,HNSW,24,158,23500,100.0,2157.3307410207744,-2152.3307410207744
8410,HNSW,24,158,23600,100.0,2072.642996565612,-2067.642996565612
8411,HNSW,24,158,23700,100.0,2556.489196355103,-2551.489196355103
8412,HNSW,24,158,23800,100.0,2324.33223239421,-2319.33223239421
8413,HNSW,24,158,23900,100.0,2583.3039750680578,-2578.3039750680578
8414,HNSW,24,158,24000,100.0,2720.941426801341,-2715.941426801341
8415,HNSW,24,158,24100,100.0,2593.8479425115333,-2588.8479425115333
8416,HNSW,24,158,24200,100.0,2546.1688824136468,-2541.1688824136468
8417,HNSW,24,158,24300,100.0,2506.5312098485074,-2501.5312098485074
8418,HNSW,24,158,24400,100.0,2447.81352677868,-2442.81352677868
8419,HNSW,24,158,24500,100.0,2546.014325603982,-2541.014325603982
8420,HNSW,24,158,24600,100.0,2429.2836623111853,-2424.2836623111853
8421,HNSW,24,158,24700,100.0,2566.328103967302,-2561.328103967302
8422,HNSW,24,158,24800,100.0,2553.0967902947964,-2548.0967902947964
8423,HNSW,24,158,24900,100.0,2497.9477100827826,-2492.9477100827826
8424,HNSW,24,158,25000,100.0,2081.2305860169704,-2076.2305860169704
8425,HNSW,24,158,25100,100.0,2537.266194013599,-2532.266194013599
8426,HNSW,24,158,25200,100.0,2519.0863718536225,-2514.0863718536225
8427,HNSW,24,158,25300,100.0,2490.501864475216,-2485.501864475216
8428,HNSW,24,158,25400,100.0,2440.066785732985,-2435.066785732985
8429,HNSW,24,158,25500,100.0,2396.046866341809,-2391.046866341809
8430,HNSW,24,158,25600,100.0,2358.9480551618635,-2353.9480551618635
8431,HNSW,24,158,25700,100.0,2009.4303194063173,-2004.4303194063173
8432,HNSW,24,158,25800,100.0,2496.2826296556404,-2491.2826296556404
8433,HNSW,24,158,25900,100.0,2443.8628179879506,-2438.8628179879506
8434,HNSW,24,158,26000,100.0,2526.339121687959,-2521.339121687959
8435,HNSW,24,158,26100,100.0,2457.1632776205797,-2452.1632776205797
8436,HNSW,24,158,26200,100.0,2514.16377444898,-2509.16377444898
8437,HNSW,24,158,26300,100.0,2490.590596534565,-2485.590596534565
8438,HNSW,24,158,26400,100.0,2331.671521647284,-2326.671521647284
8439,HNSW,24,158,26500,100.0,2442.496593331082,-2437.496593331082
8440,HNSW,24,158,26600,100.0,2505.857330624925,-2500.857330624925
8441,HNSW,24,158,26700,100.0,2511.168321099709,-2506.168321099709
8442,HNSW,24,158,26800,100.0,2510.837603563048,-2505.837603563048
8443,HNSW,24,158,26900,100.0,2524.3017146433795,-2519.3017146433795
8444,HNSW,24,158,27000,100.0,2493.7150331460507,-2488.7150331460507
8445,HNSW,24,158,27100,100.0,2130.061449393124,-2125.061449393124
8446,HNSW,24,158,27200,100.0,2206.622544429129,-2201.622544429129
8447,HNSW,24,158,27300,100.0,2495.584551582981,-2490.584551582981
8448,HNSW,24,158,27400,100.0,2390.093853105928,-2385.093853105928
8449,HNSW,24,158,27500,100.0,2601.0058478081573,-2596.0058478081573
8450,HNSW,24,158,27600,100.0,2513.6514823715547,-2508.6514823715547
8451,HNSW,24,158,27700,100.0,2537.358289675866,-2532.358289675866
8452,HNSW,24,158,27800,100.0,2433.6249912966787,-2428.6249912966787
8453,HNSW,24,158,27900,100.0,2124.7955906341504,-2119.7955906341504
8454,HNSW,24,158,28000,100.0,2252.1083124372444,-2247.1083124372444
8455,HNSW,24,158,28100,100.0,2644.3299814015068,-2639.3299814015068
8456,HNSW,24,158,28200,100.0,2543.698223057796,-2538.698223057796
8457,HNSW,24,158,28300,100.0,2509.3504519973435,-2504.3504519973435
8458,HNSW,24,158,28400,100.0,2321.6947032221283,-2316.6947032221283
8459,HNSW,24,158,28500,100.0,2467.847350521893,-2462.847350521893
8460,HNSW,24,158,28600,100.0,2545.8288821986985,-2540.8288821986985
8461,HNSW,24,158,28700,100.0,2423.752672637966,-2418.752672637966
8462,HNSW,24,158,28800,100.0,2522.6771880864167,-2517.6771880864167
8463,HNSW,24,158,28900,100.0,2436.7212962371245,-2431.7212962371245
8464,HNSW,24,158,29000,100.0,2613.550344896344,-2608.550344896344
8465,HNSW,24,158,29100,100.0,2457.81121815156,-2452.81121815156
8466,HNSW,24,158,29200,100.0,2537.158757523516,-2532.158757523516
8467,HNSW,24,158,29300,100.0,1935.5616367554696,-1930.5616367554696
8468,HNSW,24,158,29400,100.0,2035.536315723063,-2030.536315723063
8469,HNSW,24,158,29500,100.0,2703.072798515158,-2698.072798515158
8470,HNSW,24,158,29600,100.0,2476.254125315118,-2471.254125315118
8471,HNSW,24,158,29700,100.0,2471.497345424761,-2466.497345424761
8472,HNSW,24,158,29800,100.0,2676.731229458502,-2671.731229458502
8473,HNSW,24,158,29900,100.0,2411.961172194875,-2406.961172194875
8474,HNSW,24,158,30000,100.0,2026.9192480548977,-2021.9192480548977
8475,HNSW,24,158,30100,100.0,2065.9560634420254,-2060.9560634420254
8476,HNSW,24,158,30200,100.0,2532.027769393299,-2527.027769393299
8477,HNSW,24,158,30300,100.0,2601.2155491057038,-2596.2155491057038
8478,HNSW,24,158,30400,100.0,2655.5976244444164,-2650.5976244444164
8479,HNSW,24,158,30500,100.0,2595.8546080197057,-2590.8546080197057
8480,HNSW,24,158,30600,100.0,2579.1420700511608,-2574.1420700511608
8481,HNSW,24,158,30700,100.0,2525.107161778163,-2520.107161778163
8482,HNSW,24,158,30800,100.0,2430.9309779238315,-2425.9309779238315
8483,HNSW,24,158,30900,100.0,2602.765159977164,-2597.765159977164
8484,HNSW,24,158,31000,100.0,2509.9060499072466,-2504.9060499072466
8485,HNSW,24,158,31100,100.0,2547.514318859593,-2542.514318859593
8486,HNSW,24,158,31200,100.0,2566.108289996941,-2561.108289996941
8487,HNSW,24,158,31300,100.0,2403.3233822863726,-2398.3233822863726
8488,HNSW,24,158,31400,100.0,2596.674219630276,-2591.674219630276
8489,HNSW,24,158,31500,100.0,2144.864511048269,-2139.864511048269
8490,HNSW,24,158,31600,100.0,2207.133460328152,-2202.133460328152
8491,HNSW,24,158,31700,100.0,2615.473451189474,-2610.473451189474
8492,HNSW,24,158,31800,100.0,2352.583784390162,-2347.583784390162
8493,HNSW,24,158,31900,100.0,2664.7589883036107,-2659.7589883036107
8494,HNSW,24,158,32000,100.0,2466.8748713424498,-2461.8748713424498
8495,HNSW,24,158,32100,100.0,2379.6794417179653,-2374.6794417179653
8496,HNSW,24,158,32200,100.0,1904.5193866384536,-1899.5193866384536
8497,HNSW,24,158,32300,100.0,2414.5298800881924,-2409.5298800881924
8498,HNSW,24,158,32400,100.0,2448.3993742265397,-2443.3993742265397
8499,HNSW,24,158,32500,100.0,2354.829183392752,-2349.829183392752
8500,HNSW,24,158,32600,100.0,2557.377688893225,-2552.377688893225
8501,HNSW,24,158,32700,100.0,2498.915070451905,-2493.915070451905
8502,HNSW,24,208,100,99.54,11274.101550950192,-11269.561550950191
8503,HNSW,24,208,200,99.98,13539.621666989477,-13534.641666989477
8504,HNSW,24,208,300,100.0,12311.56510508395,-12306.56510508395
8505,HNSW,24,208,400,100.0,12297.847886002462,-12292.847886002462
8506,HNSW,24,208,500,100.0,10367.569705358908,-10362.569705358908
8507,HNSW,24,208,600,100.0,9891.060016507488,-9886.060016507488
8508,HNSW,24,208,700,100.0,10621.44901111702,-10616.44901111702
8509,HNSW,24,208,800,100.0,10242.750738723778,-10237.750738723778
8510,HNSW,24,208,900,100.0,10697.29908949476,-10692.29908949476
8511,HNSW,24,208,1000,100.0,7910.795926065635,-7905.795926065635
8512,HNSW,24,208,1100,100.0,8937.171592337687,-8932.171592337687
8513,HNSW,24,208,1200,100.0,8534.20147720105,-8529.20147720105
8514,HNSW,24,208,1300,100.0,7108.507897769643,-7103.507897769643
8515,HNSW,24,208,1400,100.0,7396.187554003774,-7391.187554003774
8516,HNSW,24,208,1500,100.0,8286.02698591438,-8281.02698591438
8517,HNSW,24,208,1600,100.0,7942.102970971957,-7937.102970971957
8518,HNSW,24,208,1700,100.0,7572.449403311127,-7567.449403311127
8519,HNSW,24,208,1800,100.0,6878.163332240079,-6873.163332240079
8520,HNSW,24,208,1900,100.0,6932.504710588079,-6927.504710588079
8521,HNSW,24,208,2000,100.0,7295.710558357975,-7290.710558357975
8522,HNSW,24,208,2100,100.0,5766.872447787051,-5761.872447787051
8523,HNSW,24,208,2200,100.0,6592.122717128218,-6587.122717128218
8524,HNSW,24,208,2300,100.0,6746.073921574935,-6741.073921574935
8525,HNSW,24,208,2400,100.0,5412.494031718994,-5407.494031718994
8526,HNSW,24,208,2500,100.0,6526.5758966778185,-6521.5758966778185
8527,HNSW,24,208,2600,100.0,6785.25277036318,-6780.25277036318
8528,HNSW,24,208,2700,100.0,6552.473793566731,-6547.473793566731
8529,HNSW,24,208,2800,100.0,6043.491542030489,-6038.491542030489
8530,HNSW,24,208,2900,100.0,5439.51859729211,-5434.51859729211
8531,HNSW,24,208,3000,100.0,6227.992753838387,-6222.992753838387
8532,HNSW,24,208,3100,100.0,5480.887541489167,-5475.887541489167
8533,HNSW,24,208,3200,100.0,5459.698267445947,-5454.698267445947
8534,HNSW,24,208,3300,100.0,5209.862496428882,-5204.862496428882
8535,HNSW,24,208,3400,100.0,4915.161600299998,-4910.161600299998
8536,HNSW,24,208,3500,100.0,5699.866822493409,-5694.866822493409
8537,HNSW,24,208,3600,100.0,5589.2753391434135,-5584.2753391434135
8538,HNSW,24,208,3700,100.0,5232.349895834633,-5227.349895834633
8539,HNSW,24,208,3800,100.0,5269.226130653266,-5264.226130653266
8540,HNSW,24,208,3900,100.0,3734.6107613815457,-3729.6107613815457
8541,HNSW,24,208,4000,100.0,3935.062108304875,-3930.062108304875
8542,HNSW,24,208,4100,100.0,5185.130607855015,-5180.130607855015
8543,HNSW,24,208,4200,100.0,5095.678584879299,-5090.678584879299
8544,HNSW,24,208,4300,100.0,4707.253403364645,-4702.253403364645
8545,HNSW,24,208,4400,100.0,4387.898062518308,-4382.898062518308
8546,HNSW,24,208,4500,100.0,4150.557127872226,-4145.557127872226
8547,HNSW,24,208,4600,100.0,4968.9068960206605,-4963.9068960206605
8548,HNSW,24,208,4700,100.0,4297.44262295082,-4292.44262295082
8549,HNSW,24,208,4800,100.0,4489.29561485192,-4484.29561485192
8550,HNSW,24,208,4900,100.0,4427.126587222006,-4422.126587222006
8551,HNSW,24,208,5000,100.0,3321.405437080796,-3316.405437080796
8552,HNSW,24,208,5100,100.0,3330.530829396117,-3325.530829396117
8553,HNSW,24,208,5200,100.0,4516.949718384182,-4511.949718384182
8554,HNSW,24,208,5300,100.0,4285.762164592402,-4280.762164592402
8555,HNSW,24,208,5400,100.0,4121.923031565706,-4116.923031565706
8556,HNSW,24,208,5500,100.0,3860.061292667888,-3855.061292667888
8557,HNSW,24,208,5600,100.0,3647.7601036674982,-3642.7601036674982
8558,HNSW,24,208,5700,100.0,3806.636172221012,-3801.636172221012
8559,HNSW,24,208,5800,100.0,3842.4155810843,-3837.4155810843
8560,HNSW,24,208,5900,100.0,3461.132337043975,-3456.132337043975
8561,HNSW,24,208,6000,100.0,3460.818192319752,-3455.818192319752
8562,HNSW,24,208,6100,100.0,3355.577423096924,-3350.577423096924
8563,HNSW,24,208,6200,100.0,3257.079402057853,-3252.079402057853
8564,HNSW,24,208,6300,100.0,3268.679374678533,-3263.679374678533
8565,HNSW,24,208,6400,100.0,3210.87668799951,-3205.87668799951
8566,HNSW,24,208,6500,100.0,2931.6446494722863,-2926.6446494722863
8567,HNSW,24,208,6600,100.0,3432.074560793395,-3427.074560793395
8568,HNSW,24,208,6700,100.0,3306.689371900696,-3301.689371900696
8569,HNSW,24,208,6800,100.0,3240.271007315961,-3235.271007315961
8570,HNSW,24,208,6900,100.0,2546.9110163830896,-2541.9110163830896
8571,HNSW,24,208,7000,100.0,2535.272428341735,-2530.272428341735
8572,HNSW,24,208,7100,100.0,3292.490776356072,-3287.490776356072
8573,HNSW,24,208,7200,100.0,3013.972205055978,-3008.972205055978
8574,HNSW,24,208,7300,100.0,2862.185585019994,-2857.185585019994
8575,HNSW,24,208,7400,100.0,2883.2578314578163,-2878.2578314578163
8576,HNSW,24,208,7500,100.0,2959.863379108859,-2954.863379108859
8577,HNSW,24,208,7600,100.0,3169.076168672696,-3164.076168672696
8578,HNSW,24,208,7700,100.0,2553.1434136839543,-2548.1434136839543
8579,HNSW,24,208,7800,100.0,2464.657006193515,-2459.657006193515
8580,HNSW,24,208,7900,100.0,2833.4914136705715,-2828.4914136705715
8581,HNSW,24,208,8000,100.0,2855.929675956504,-2850.929675956504
8582,HNSW,24,208,8100,100.0,2844.6759447654704,-2839.6759447654704
8583,HNSW,24,208,8200,100.0,2796.3145192474367,-2791.3145192474367
8584,HNSW,24,208,8300,100.0,2763.4101989721967,-2758.4101989721967
8585,HNSW,24,208,8400,100.0,2728.2332815132336,-2723.2332815132336
8586,HNSW,24,208,8500,100.0,2680.854436447774,-2675.854436447774
8587,HNSW,24,208,8600,100.0,2490.8568306530155,-2485.8568306530155
8588,HNSW,24,208,8700,100.0,2309.931323901155,-2304.931323901155
8589,HNSW,24,208,8800,100.0,2472.123726895511,-2467.123726895511
8590,HNSW,24,208,8900,100.0,2581.7615521454645,-2576.7615521454645
8591,HNSW,24,208,9000,100.0,2834.218990728978,-2829.218990728978
8592,HNSW,24,208,9100,100.0,2823.287403827384,-2818.287403827384
8593,HNSW,24,208,9200,100.0,2785.191874788337,-2780.191874788337
8594,HNSW,24,208,9300,100.0,2185.6944835277072,-2180.6944835277072
8595,HNSW,24,208,9400,100.0,2571.126272750121,-2566.126272750121
8596,HNSW,24,208,9500,100.0,2569.0632235302764,-2564.0632235302764
8597,HNSW,24,208,9600,100.0,2511.108184158534,-2506.108184158534
8598,HNSW,24,208,9700,100.0,2468.6607573777824,-2463.6607573777824
8599,HNSW,24,208,9800,100.0,2507.025618342877,-2502.025618342877
8600,HNSW,24,208,9900,100.0,2507.31036626555,-2502.31036626555
8601,HNSW,24,208,10000,100.0,1928.4599645968872,-1923.4599645968872
8602,HNSW,24,208,10100,100.0,2282.2790664773065,-2277.2790664773065
8603,HNSW,24,208,10200,100.0,2586.6655154763152,-2581.6655154763152
8604,HNSW,24,208,10300,100.0,2491.049146250928,-2486.049146250928
8605,HNSW,24,208,10400,100.0,2471.978028454566,-2466.978028454566
8606,HNSW,24,208,10500,100.0,2526.0956763170097,-2521.0956763170097
8607,HNSW,24,208,10600,100.0,2531.095702759624,-2526.095702759624
8608,HNSW,24,208,10700,100.0,2551.9938668970635,-2546.9938668970635
8609,HNSW,24,208,10800,100.0,2494.02642501219,-2489.02642501219
8610,HNSW,24,208,10900,100.0,2488.108486480715,-2483.108486480715
8611,HNSW,24,208,11000,100.0,2470.041871065386,-2465.041871065386
8612,HNSW,24,208,11100,100.0,2569.0002817488025,-2564.0002817488025
8613,HNSW,24,208,11200,100.0,2471.672117622794,-2466.672117622794
8614,HNSW,24,208,11300,100.0,2426.59924673266,-2421.59924673266
8615,HNSW,24,208,11400,100.0,2334.0070337888974,-2329.0070337888974
8616,HNSW,24,208,11500,100.0,2143.056265200597,-2138.056265200597
8617,HNSW,24,208,11600,100.0,2562.4398230737274,-2557.4398230737274
8618,HNSW,24,208,11700,100.0,2504.002292482568,-2499.002292482568
8619,HNSW,24,208,11800,100.0,2489.3193742136127,-2484.3193742136127
8620,HNSW,24,208,11900,100.0,2465.048104330859,-2460.048104330859
8621,HNSW,24,208,12000,100.0,2495.391535084066,-2490.391535084066
8622,HNSW,24,208,12100,100.0,2489.3193742136127,-2484.3193742136127
8623,HNSW,24,208,12200,100.0,2102.5555678092696,-2097.5555678092696
8624,HNSW,24,208,12300,100.0,2468.8496606607846,-2463.8496606607846
8625,HNSW,24,208,12400,100.0,2540.278114249721,-2535.278114249721
8626,HNSW,24,208,12500,100.0,2414.7244914995654,-2409.7244914995654
8627,HNSW,24,208,12600,100.0,2411.3510405887087,-2406.3510405887087
8628,HNSW,24,208,12700,100.0,2349.118444339897,-2344.118444339897
8629,HNSW,24,208,12800,100.0,2487.6215103762,-2482.6215103762
8630,HNSW,24,208,12900,100.0,2445.1878064279176,-2440.1878064279176
8631,HNSW,24,208,13000,100.0,2413.807312258651,-2408.807312258651
8632,HNSW,24,208,13100,100.0,2578.317637512602,-2573.317637512602
8633,HNSW,24,208,13200,100.0,2551.00049872885,-2546.00049872885
8634,HNSW,24,208,13300,100.0,2553.594194251481,-2548.594194251481
8635,HNSW,24,208,13400,100.0,2561.5165228437245,-2556.5165228437245
8636,HNSW,24,208,13500,100.0,2496.327201090353,-2491.327201090353
8637,HNSW,24,208,13600,100.0,2259.2534338809587,-2254.2534338809587
8638,HNSW,24,208,13700,100.0,2093.8019169329077,-2088.8019169329077
8639,HNSW,24,208,13800,100.0,2494.738469957056,-2489.738469957056
8640,HNSW,24,208,13900,100.0,2584.9119628253247,-2579.9119628253247
